,,,,,,,,,,,
编码,品名,材料牌号,材料标准,规格标准,RCC-M,质保等级,公称直径,单位,单重,单重单位,备注
SBS00262,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM20x100,个,,Kg,
SBS00263,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM20x130,个,,Kg,
SBS00264,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM22x80,个,,Kg,
SBS00265,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM22x85,个,,Kg,
SBS00266,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM22x110,个,,Kg,
SBS00267,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM24x65,个,,Kg,
SBS00268,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM24x100,个,,Kg,
SBS00269,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM24x110,个,,Kg,
SBS00270,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM24x120,个,,Kg,
SBS00271,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM24x150,个,,Kg,
SBS00272,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM27x100,个,,Kg,
SBS00273,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM27x120,个,,Kg,
SBS00274,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM27x130,个,,Kg,
SBS00275,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM27x140,个,,Kg,
SBS00276,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM30x90,个,,Kg,
SBS00277,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM30x140,个,,Kg,
SBS00278,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM33x120,个,,Kg,
SBS00279,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM33x150,个,,Kg,
SBS00280,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM36x80,个,,Kg,
SBS00281,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM36x100,个,,Kg,
SBS00282,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM36x160,个,,Kg,
SBS00283,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM42x130,个,,Kg,
SBS00284,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM42x180,个,,Kg,
SBS00285,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM52x160,个,,Kg,
SBS00286,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM52x210,个,,Kg,
SBS00287,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM60x180,个,,Kg,
SBS00288,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM30x300,个,,Kg,
SBS00289,螺杆,42CrMo,CP05T3030,GB/T 196-2003,NA,QNCa,M12,M,0.712,Kg,
SBS00290,六角头螺栓,8.8级,CP05T3040,GB/T 5783-2016,S1,QA3,HM20x45,个,,Kg,
SBS00291,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M24x140,个,,Kg,
SBS00292,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M27x155,个,,Kg,
SBS00293,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M30x180,个,,Kg,
SBS60001,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M16x65,个,,Kg,
SBS60002,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M12x70,个,,Kg,
SBS60003,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M16x80,个,,Kg,
SBS60004,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M20x90,个,,Kg,
SBS60005,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M24x100,个,,Kg,
SBS60006,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M16x70,个,,Kg,
SBS60007,六角头螺栓,8.8级(镀锌钝化),,GB/T 5782-2016,NA,QNCa,M20x80,个,,Kg,
SBW00154,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,14,个,,Kg,
SBW00155,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,16,个,,Kg,
SBW00156,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,20,个,,Kg,
SBW00157,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,24,个,,Kg,
SBW00158,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,27,个,,Kg,
SBW00159,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,30,个,,Kg,
SBW00160,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,33,个,,Kg,
SBW00161,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,36,个,,Kg,
SBW00162,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,39,个,,Kg,
SBW00163,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,42,个,,Kg,
SBW00164,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,45,个,,Kg,
SBW00165,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,48,个,,Kg,
SBW00172,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,6,个,,Kg,
SBW00173,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,8,个,,Kg,
SBW00174,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,10,个,,Kg,
SBW00175,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,12,个,,Kg,
SBW00176,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,14,个,,Kg,
SBW00177,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,16,个,,Kg,
SBW00178,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,20,个,,Kg,
SBW00179,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,24,个,,Kg,
SBW00180,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,27,个,,Kg,
SBW00181,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,30,个,,Kg,
SBW00182,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,33,个,,Kg,
SBW00183,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,34,个,,Kg,
SBW00184,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,42,个,,Kg,
SBW00185,平垫圈 A级,Q195,CP05T3040,GB/T 97.1-2002,S1,QA3,64,个,,Kg,
SBW00186,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,6,个,,Kg,
SBW00187,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,8,个,,Kg,
SBW00188,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,10,个,,Kg,
SBW00189,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,12,个,,Kg,
SBW00190,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,16,个,,Kg,
SBW00191,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,20,个,,Kg,
SBW00192,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,24,个,,Kg,
SBW00193,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,30,个,,Kg,
SBW00194,槽钢用方斜垫圈,Q235B,CP05T3040,GB 853-1988,NA,QNCa,36,个,,Kg,
SBW00195,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,12,个,,Kg,
SBW00196,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,6,个,,Kg,
SBW00197,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,8,个,,Kg,
SBW00198,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,10,个,,Kg,
SBW00199,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,12,个,,Kg,
SBW00200,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,14,个,,Kg,
SBW00201,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,16,个,,Kg,
SBW00202,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,20,个,,Kg,
SBW00203,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,24,个,,Kg,
SBW00204,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,27,个,,Kg,
SBW00205,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,30,个,,Kg,
SBW00206,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,33,个,,Kg,
SBW00207,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,34,个,,Kg,
SBW00208,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,42,个,,Kg,
SBW00209,平垫圈 A级,不锈钢 200 HV,,GB/T 97.1-2002,S1,QA3,64,个,,Kg,
SBW00214,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,6,个,,Kg,
SBW00215,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,8,个,,Kg,
SBW00216,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,10,个,,Kg,
SBW00217,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,12,个,,Kg,
SBW00218,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,14,个,,Kg,
SBW00219,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,16,个,,Kg,
SBW00220,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,20,个,,Kg,
SBW00221,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,24,个,,Kg,
SBW00222,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,27,个,,Kg,
SBW00223,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,30,个,,Kg,
SBW00224,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,33,个,,Kg,
SBW00225,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,34,个,,Kg,
SBW00226,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,42,个,,Kg,
SBW00227,平垫圈 A级,钢 200 HV,CP05T3040,GB/T 97.1-2002,S1,QA3,64,个,,Kg,
SBW60001,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,12,个,,Kg,
SBW60002,平垫圈 A级,06Cr19Ni10,,GB/T 97.1-2002,NA,QNCa,16,个,,Kg,
SBW60003,平垫圈 A级,06Cr19Ni10,,GB/T 97.1-2002,NA,QNCa,20,个,,Kg,
SBN00417,1型六角螺母,45（表面镀镉）,CP05T3035,GB/T 6170-2015,RCC-M 3,QA2,M33,个,,Kg,镀镉层采用GB/T 13346中Cd25/C或Cd25/D，同时满足Q/CNPE.J102.7的规定。
SBS00294,螺杆,42CrMo（表面镀镉）,CP05T3035,GB/T 196-2003,RCC-M 3,QA2,M33,M,6.1,Kg,镀镉层采用GB/T 13346中Cd25/C或Cd25/D，同时满足Q/CNPE.J102.7的规定。
SBS00295,螺杆 L=280mm,42CrMo（表面镀镉）,CP05T3035,GB/T 196-2003,RCC-M 3,QA2,M33,M,6.1,Kg,
SBW00228,绝缘垫片,硬质环氧树脂,GB/T 1303.4-2009,SY/T 0516-2016,NA,QNCa,16,个,,Kg,"公称直径一栏的尺寸为螺柱的尺寸，法兰公称直径为DN80,（厚度4mm）"
SBW00229,绝缘垫片,硬质环氧树脂,GB/T 1303.4-2009,SY/T 0516-2016,NA,QNCa,24,个,,Kg,"公称直径一栏的尺寸为螺柱的尺寸，法兰公称直径为DN250,（厚度4mm）"
SBW00230,绝缘垫片,硬质环氧树脂,GB/T 1303.4-2009,SY/T 0516-2016,NA,QNCa,33,个,,Kg,"公称直径一栏的尺寸为螺柱的尺寸，法兰公称直径为DN750,（厚度4mm）"
SBW00231,绝缘垫片,硬质环氧树脂,GB/T 1303.4-2009,SY/T 0516-2016,NA,QNCa,39,个,,Kg,"公称直径一栏的尺寸为螺柱的尺寸，法兰公称直径为DN900(DN1200),（厚度4mm）"
SBW00232,平垫圈 A级,06Cr19Ni10,,GB/T 97.1-2002,NA,QNCa,24,个,,Kg,
SBW00233,平垫圈 A级,06Cr19Ni10,,GB/T 97.1-2002,NA,QNCa,33,个,,Kg,
SBW00234,平垫圈 A级,06Cr19Ni10,,GB/T 97.1-2002,NA,QNCa,39,个,,Kg,
SBS00296,六角头螺栓,8.8级,CP05T3040,GB/T 5782-2016,S1,QA3,HM30x330,个,,Kg,
SBS60008,螺杆 L=340mm,42CrMo,CP05T3040,GB/T 196-2003,S1,QA3,M22,M,2.42,Kg,
SBS00297,螺杆,06Cr15Ni25Ti2MoAlVB,CP05T3035,GB/T 196-2003,RCC-M 2,QA1,M22,M,2.42,Kg,
SBN00418,1型六角螺母,12Cr13,CP05T3035,GB/T 6170-2015,RCC-M 2,QA1,M22,个,,Kg,
SBW00235,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNCa,22,个,,Kg,
SBS00298,螺杆,06Cr15Ni25Ti2MoAlVB,CP05T3030,GB/T 196-2003,NA,QNC,M14,M,1,Kg,
SBS00299,螺杆, 42CrMo,CP05T3030,GB/T 196-2003,NA,QNC,M16,M,1.3,Kg,
SBS00300,螺杆, 42CrMo,CP05T3030,GB/T 196-2003,NA,QNC,M14,M,1,Kg,
SBS00301,螺杆, 42CrMo,CP05T3030,GB/T 196-2003,NA,QNC,M12,M,0.712,Kg,
SBW00236,双耳止动垫圈,06Cr19Ni10,,GB 855-1988, RCC-M 3,QA2,33,个,,Kg,
SBW00237,双耳止动垫圈,06Cr19Ni10,,GB 855-1988, RCC-M 3,QA2,20,个,,Kg,
SBW00238,双耳止动垫圈,06Cr19Ni10,,GB 855-1988, RCC-M 3,QA2,16,个,,Kg,
SBW00239,双耳止动垫圈,06Cr19Ni10,,GB 855-1988, RCC-M 3,QA2,14,个,,Kg,
SBW00240,双耳止动垫圈,06Cr19Ni10,,GB 855-1988,NA,QNC,12,个,,Kg,
SBN00419,1型六角螺母,45,CP05T3030,GB/T 6170-2015,NA,QNC,M12,个,,Kg,
SBW00241,平垫圈 C级,06Cr19Ni10,CP05T3030,GB/T 95-2002,NA,QNCa,30,个,,Kg,
SBS00302,六角头螺栓,5.6级,CP05T3030,GB/T 5782-2016,NA,QNCa,M30x80,个,,Kg,
